NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles
0.0,0.0,1.0,0.0,,0.0,,1.0,,0.0,,0.0,TOX12525,COc1ccc(-c2ccccc2)cc1NNC(=O)OC(C)C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,TOX5091,COc1cc(-c2ccc(N)c(OC)c2)ccc1N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4640,Brc1ccc(-c2ccccc2)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27728,Fc1ccccc1-c1ccccc1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6120,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX484,COc1cc(-c2ccc(N=C=O)c(OC)c2)ccc1N=C=O
0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,TOX24533,Clc1ccccc1-c1ccccc1Cl
0.0,,1.0,1.0,,0.0,,1.0,1.0,1.0,1.0,1.0,TOX1314,Nc1cc(Cl)c(-c2cc(Cl)c(N)cc2Cl)cc1Cl
0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,1.0,0.0,TOX1312,Nc1ccc(-c2ccc(N)c(N)c2)cc1N
0.0,0.0,0.0,,1.0,1.0,,1.0,1.0,0.0,1.0,1.0,TOX9120,Oc1ccc(-c2ccc(O)cc2)cc1
0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX17231,CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1
0.0,0.0,,0.0,0.0,0.0,1.0,,0.0,,0.0,0.0,TOX26160,CCOC(=O)Cc1ccc(-c2ccccc2)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX26081,Cc1cc(OI)c(C(C)C)cc1-c1cc(C(C)C)c(OI)cc1C
0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,TOX2932,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O
1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,1.0,TOX433,Nc1ccc(-c2ccc(N)c(Cl)c2)cc1Cl
0.0,0.0,1.0,,1.0,0.0,0.0,,,0.0,,0.0,TOX631,Nc1ccc(-c2ccc(F)cc2)cc1
,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX4639,Brc1cccc(-c2ccccc2)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4638,Brc1ccccc1-c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX25389,O=C(O)Cc1ccc(-c2ccccc2)cc1
,,,,,,,0.0,,0.0,,,TOX31412,Cc1ccc(-c2ccccc2C#N)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX28168,CC(C)(C)c1ccc(-c2ccc(C(C)(C)C)cc2)cc1
0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,TOX26565,O=C(O)c1ccccc1-c1ccc(C(F)(F)F)cc1
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,TOX20794,[O-]c1ccccc1-c1ccccc1
1.0,0.0,,0.0,1.0,,0.0,1.0,0.0,0.0,1.0,,TOX2353,Oc1ccc(-c2ccccc2)c(Cl)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28526,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1
