NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles
0.0,0.0,0.0,0.0,,,,,0.0,,,0.0,TOX26265,CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26264,CCOc1cc(NC(C)=O)ccc1C(=O)OC
0.0,0.0,1.0,,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,TOX27242,COc1ccc(N)cc1N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27244,OCCCC1CCCCC1
0.0,0.0,,,,0.0,0.0,,,0.0,1.0,0.0,TOX20732,O=C=Nc1ccc(Cl)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20731,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C
,,,,,,,0.0,,0.0,,,TOX20734,CCCCC(CC)COC(=O)c1ccccc1O
0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,,0.0,TOX24635,C=Cc1ccc(S(=O)(=O)[O-])cc1
0.0,0.0,0.0,,,,,,,,,,TOX24639,O=[N+]([O-])c1cc(C(F)(F)F)c(Cl)c([N+](=O)[O-])c1Cl
,,,,,,,,,1.0,,,TOX31681,Nc1cc(C(F)(F)F)ccc1S
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28731,CC(=O)SCC(CC(=O)c1ccc(C)cc1)C(=O)O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28736,CC(C)(C)NC[C@H](O)c1ccc(O)cc1Cl
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,TOX28735,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NC(C)c1ccccc1
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28734,CC(NN)c1ccccc1
,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX1860,O=Cc1ccc(Cl)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27818,CCN(C)C(=O)Oc1cccc([C@H](C)N(C)C)c1
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27816,CCN(CC)C(C)C(=O)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5640,Cc1cccc(C(=O)O)c1[N+](=O)[O-]
0.0,0.0,1.0,,,0.0,0.0,1.0,,1.0,1.0,,TOX5058,CCN(CC)c1ccc(N)cc1
1.0,0.0,0.0,0.0,1.0,1.0,1.0,,0.0,,0.0,0.0,TOX38,C=CCOc1ccc(CC(=O)O)cc1Cl
1.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX708,NNc1ccc(C(=O)O)cc1
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX18924,CCCCCCOc1ccccc1C(=O)O
0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,,0.0,TOX12431,CCc1cccc(C)c1N(C(=O)CCl)[C@@H](C)COC
0.0,0.0,0.0,,1.0,1.0,,,0.0,,1.0,,TOX6655,CCOc1ccc([N+](=O)[O-])cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25300,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX6652,CC(C)c1ccc(C(C)C)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26073,O=C(O)CNC(=O)c1ccccc1
1.0,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,0.0,TOX26078,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4878,N#CC1(O)CCCCC1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7521,O=Cc1cccc(Br)c1
1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX25759,CC(C)C[C@@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX26389,Cc1cccc(C)c1NC(=O)CN(CC(=O)O)CC(=O)O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27039,CCNC(=O)C1CC(C)CCC1C(C)C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX27038,CCc1ccc(O)c(OC)c1
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,TOX2922,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5607,C=CCc1ccc(OC)c(OC)c1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25862,CCN(CC)CCNC(=O)COc1ccc(OC)cc1
0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,TOX28927,COc1cc(CC(C)N)c(OC)cc1Br
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28929,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX3523,CC(C)c1cccc(C(C)C)c1O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,TOX3526,CNC(C)CC1CCCCC1
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2217,COc1cc(OC)c(OC)cc1C=O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24401,N=C(N)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24407,Cc1ccc(C(N)=O)cc1N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3295,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,TOX12337,CCC(C)Nc1c([N+](=O)[O-])cc(C(C)(C)C)cc1[N+](=O)[O-]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX135,c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX134,O=Cc1ccccc1
0.0,0.0,1.0,,0.0,0.0,0.0,,0.0,,,0.0,TOX5840,Clc1ccc(C(Cl)(Cl)Cl)cc1Cl
0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,,0.0,0.0,TOX29386,O=C(CBr)c1ccccc1
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX29383,COc1ccc(C=O)cc1O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX29382,CCN(CC)CCNC(=O)c1ccc(N)cc1
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX1311,CC(C)(C)c1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1359,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX575,C=CCc1ccc(OC)cc1
,,,,,,,0.0,,0.0,,,TOX31528,COC(=O)c1ccc(NC(C)=O)cc1OC
,,,,,,,0.0,,0.0,,,TOX31529,COC(=O)c1cc(Cl)c(NC(C)=O)cc1OC
,,,,,,,0.0,,0.0,,,TOX31520,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
,,,,,,,0.0,,0.0,,,TOX31521,CCOC(=O)c1ccc(O)c(O)c1
,,,,,,,0.0,,0.0,,,TOX31525,CC(=O)c1ccc(O)c(C(N)=O)c1
,,,,,,,0.0,,0.0,,,TOX31526,CCCC(=O)Nc1ccc(O)c(C(C)=O)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX20719,CC(=O)CC(=O)Nc1ccc(C)cc1C
0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,TOX20718,COc1cc(Cl)c(OC)cc1N
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20711,CCOC(=O)c1ccccc1C
0.0,,,,,,,,0.0,,,1.0,TOX20713,CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1
0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,1.0,TOX20715,C=CC(=O)OCCOc1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20714,Cc1cc(C)c(N)c(Cl)c1
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX20716,CCC(C)(C)C1CCC(O)CC1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24878,CCCOC(=O)c1ccccc1
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24650,Cc1ccc(N(CCO)CCO)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24877,CCC(=O)Nc1cccc(N)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28715,CCC(C(=O)NC(=O)NC(C)=O)c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28714,O=C(O)CNC(=O)CNC(=O)CNC(=O)CSC(=O)c1ccccc1
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX2027,Nc1ccc(F)cc1
0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,TOX6220,CCOc1cc(OCC)c(C(C)=O)cc1OCC
0.0,0.0,1.0,0.0,1.0,,0.0,,0.0,0.0,,0.0,TOX5037,CCN(CC)c1cccc(O)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1134,NC(=S)Nc1ccccc1
0.0,0.0,0.0,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,TOX17515,CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,TOX15,CC(=O)NNc1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX721,CCOc1ccc(NC(=O)CC(C)O)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX859,CC(O)c1ccccc1
0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX580,CCOc1ccc(NC(N)=O)cc1
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,TOX581,CCOc1ccccc1C(N)=O
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX855,COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1
0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,TOX4855,COc1cc(N)ccc1C
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX1828,CC(=O)c1ccccc1
0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,TOX1823,Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX3089,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX7506,O=C(Cl)c1cc(Cl)cc(Cl)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7507,COC(=O)c1cccc(Cl)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7503,CC1(C)CC(N)CC(C)(CN)C1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX281,O=[N+]([O-])c1ccc(Cl)cc1
0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5629,Cc1cc([N+](=O)[O-])ccc1N
0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX5628,Cc1c(N)cccc1[N+](=O)[O-]
0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,TOX26902,COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX22219,CCCc1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25847,CC(=O)Nc1cc([As](=O)(O)O)ccc1O
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25843,OCc1ccccc1O
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX28948,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,TOX28942,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1
0.0,0.0,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,TOX4687,CC(C)(C)c1ccc(O)c(O)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX4683,CCCCOC(=O)c1ccccc1N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX18686,Cc1cccc(C(=O)O)c1O
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7342,[S-]c1ccccc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX7343,CC(C)(C)c1ccc(C=O)cc1
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX4532,COc1ccc(N)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX2279,CC(C)c1cccc(C(C)C)c1N
0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,TOX24466,O=C(O)c1cc(C(=O)O)c(C(=O)O)cc1C(=O)O
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,TOX24465,Nc1ccc(S(=O)(=O)O)c(N)c1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX24462,CCO[Si](OCC)(OCC)c1ccccc1
0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX25591,CCOC(=O)c1ccc(OC(=O)CCCCCNC(=N)N)cc1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX445,CC(C)OC(=O)COc1ccc(Cl)cc1Cl
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOX444,CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,TOX446,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1
