smiles,ld50_zhu
Cc1ccc2[nH]c(C(F)(F)F)nc2c1[N+](=O)[O-],4.5
O=[N+]([O-])c1ccc(Cl)c2nc(C(F)(F)F)[nH]c12,4.38
Oc1ccc(O)c2[nH]c(C(F)(F)F)nc12,3.8760000000000003
COc1cc2nc(C(F)(F)F)[nH]c2cc1OC,3.7680000000000002
COc1ccc(OC)c2[nH]c(C(F)(F)F)nc12,3.613
Fc1cc(F)c2[nH]c(C(F)(F)F)nc2c1F,5.02
FC(F)(F)c1nc2c(Cl)c(Cl)c(Br)cc2[nH]1,5.08
FC(F)(F)c1nc2c(Cl)c(Br)c(Cl)cc2[nH]1,4.58
COc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1Cl,4.55
CCNC(=O)Oc1c(Cl)c(Cl)cc2nc(C(F)(F)F)[nH]c12,3.5210000000000004
CN(C)C(=O)Oc1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,3.9210000000000003
Cc1c(Cl)c(Br)cc2[nH]c(C(F)(F)F)nc12,4.019
Cc1cc2[nH]c(C(F)(F)F)nc2c([N+](=O)[O-])c1C,3.588
Cc1c(Cl)cc2[nH]c(C(F)(F)F)nc2c1[N+](=O)[O-],3.95
Cc1c(Br)cc2[nH]c(C(F)(F)F)nc2c1[N+](=O)[O-],3.592
N#Cc1cc2[nH]c(C(F)(F)F)nc2c(Cl)c1Cl,1.85
Fc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,5.56
Fc1c(Cl)c(F)c2nc(C(F)(F)F)[nH]c2c1Cl,5.24
Fc1c(Br)c(F)c2nc(C(F)(F)F)[nH]c2c1Br,4.72
Fc1c(Br)c(Br)c2nc(C(F)(F)F)[nH]c2c1Br,4.66
COc1c(F)c(F)c2[nH]c(C(F)(F)F)nc2c1F,4.97
Cc1c(F)c(F)c2[nH]c(C(F)(F)F)nc2c1F,4.81
Fc1c(Cl)c(Br)c2nc(C(F)(F)F)[nH]c2c1Cl,4.75
Fc1c(Br)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Br,4.8
FC(F)(F)c1nc2c(Cl)c(Cl)c(Br)c(Br)c2[nH]1,5.08
FC(F)(F)c1nc2c(Cl)c(Br)c(Br)c(Br)c2[nH]1,4.94
Cc1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,4.67
Cc1c(Cl)c(Br)c(Cl)c2[nH]c(C(F)(F)F)nc12,4.28
Cc1c(Cl)c(Br)c(Br)c2[nH]c(C(F)(F)F)nc12,4.232
COc1c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,3.986
Cc1c(Cl)c([N+](=O)[O-])c2[nH]c(C(F)(F)F)nc2c1[N+](=O)[O-],3.49
Nc1c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,4.122
CN(C)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,4.178999999999999
NS(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,3.647
Cc1c(C)c(C)c2[nH]c(C(F)(F)F)nc2c1C,3.6210000000000004
COc1c(Cl)c(Cl)c(OC)c2[nH]c(C(F)(F)F)nc12,3.498
COc1c(OC)c(Cl)c2[nH]c(C(F)(F)F)nc2c1Cl,3.498
CCC(=O)Nc1ccc2[nH]c(C(F)(F)F)nc2c1,4.46
CCOC(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,3.81
FC(F)(F)c1nc2c(Cl)cc(Br)cc2[nH]1,4.67
Fc1cc2[nH]c(C(F)(F)F)nc2c(Br)c1Cl,4.6
FC(F)(F)c1nc2c(Br)c(Cl)c(Br)c(Cl)c2[nH]1,5.08
FC(F)(F)c1nc2c(I)cc(I)cc2[nH]1,4.164
O=[N+]([O-])c1c(Br)ccc2[nH]c(C(F)(F)F)nc12,4.36
FC(F)(F)c1nc2c(Cl)c(Br)c(Br)c(Cl)c2[nH]1,5.08
FC(F)(F)c1nc2c(Br)c(Br)c(Cl)c(Br)c2[nH]1,4.74
Cc1cc2[nH]c(C(F)(F)F)nc2cc1Cl,3.63
FC(F)(F)c1nc2c(Br)c(Cl)c(Cl)cc2[nH]1,5.18
FC(F)(F)c1nc2c(Br)c(Cl)c(Br)cc2[nH]1,4.65
Fc1c(Cl)c(Cl)c2nc(C(F)(F)F)[nH]c2c1Cl,5.11
CS(=O)(=O)c1ccc2[nH]c(C(F)(F)F)nc2c1,3.583
Oc1c(Cl)c(Cl)cc2[nH]c(C(F)(F)F)nc12,3.717
Cc1cc2nc(C(F)(F)F)[nH]c2cc1C,3.467
