smiles,-logKd/Ki
[NH3+]C(CCC(=O)NC(CSCCN(CCCl)c1ccc(CCCC(=O)[O-])cc1)C(=O)NCC(=O)[O-])C(=O)[O-],2.53
[NH3+]Cc1ccc(C(=O)[O-])cc1,2.57
O=C([O-])C(C(=O)[O-])c1ccccc1,2.6
O=C([O-])Cc1ccc([N+](=O)[O-])cc1,2.63
[NH3+]CCc1ccc(O)cc1,2.7
CC(=O)Oc1c(C)cccc1C(=O)[O-],2.77
[NH3+]Cc1ccccc1,2.8
COc1ccc(S(N)(=O)=O)cc1,2.82
Oc1ccccc1O,2.82
CCC(C=O)C(CNS(=O)(=O)c1ccc(C)cc1)C(=O)[O-],2.88
CCOC(=O)C=Cc1ccc(O)c(O)c1,2.89
CC(C(=O)[O-])N(c1ccccc1)S(C)(=O)=O,2.89
Cc1ccc(CCC(=O)[O-])cc1,2.91
[NH3+]CC1CCCCC1,2.93
O=C([O-])c1ccc(O)c(O)c1,2.96
CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)[O-],2.96
Nc1c(F)cccc1C(=O)[O-],2.96
O=C([O-])CCc1cccc(C(=O)[O-])c1,2.99
O=C([O-])C(O)c1ccccc1,3.0
Oc1ccccc1Cl,3.0
Cc1cccc(C)c1OCC(C)[NH3+],3.0
O=C([O-])C(=O)c1cccc(O)c1,3.0
N#Cc1c(F)cc(O)cc1SCCS(=O)(=O)[O-],3.0
[NH3+]CCc1ccccc1,3.01
NC(=[NH2+])c1ccccc1,3.04
Cc1ccccc1,3.04
NC(=[NH2+])Nc1ccc(C(=O)[O-])cc1,3.06
O=C([O-])C(O)c1ccccc1,3.09
c1ccccc1,3.1
CCN(CC)C(=O)c1ccc(O)c(OC)c1,3.1
CC([NH3+])Cc1ccc(O)cc1,3.1
O=CC=Cc1ccc(O)cc1O,3.11
O=C([O-])c1ccccc1C(=O)[O-],3.11
CCC(CC)C(=O)Nc1cc(C(=O)[O-])ccc1NC(C)=O,3.18
CCc1cc(CC[NH3+])ccc1O,3.18
O=C([O-])CCc1ccccc1,3.22
NC(=[NH2+])c1ccccc1,3.25
O=C([O-])CNC(=O)NC1CCCCC1,3.3
O=C([O-])CCCNC(=O)NC1CCCCC1,3.3
O=S(=O)([O-])CC[NH2+]C1CCCCC1,3.3
c1ccccc1,3.32
Cc1ccccc1C,3.33
O=C([O-])C1CCC(C(=O)[O-])CC1,3.35
Cc1ccc(C)cc1,3.37
[NH3+]Cc1ccc(F)cc1,3.37
NC(=[NH2+])c1ccccc1,3.37
NC(=[NH2+])c1ccccc1,3.37
O=C([O-])CCc1ccccc1,3.39
COCCOCCOCCOc1ccc(C(C)(C)CC(C)(C)C)cc1,3.4
c1ccccc1,3.4
c1ccccc1,3.4
c1ccccc1,3.4
CC(O)C(NC(=O)C(CCCC[N+](C)(C)C)NC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)[O-],3.4
Nc1cc(F)ccc1C(=O)[O-],3.42
CCS(=O)(=O)c1ccccc1,3.46
Cc1ccc(O)c(O)c1,3.48
NC(=[NH2+])c1ccccc1,3.49
[NH3+]Cc1ccccc1,3.49
NC(=[NH2+])NCCCC([NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NC(CS)C(N)=O,3.52
CCS(=O)(=O)Oc1ccccc1,3.54
CCS(=O)(=O)Oc1ccccc1,3.54
COc1ccc(CCC(=O)[O-])cc1OC,3.55
O=[N+]([O-])c1ccc(O)cc1,3.55
COc1ccc(CC(C(=O)[O-])C(=O)[O-])cc1OC,3.55
CC(C)CC(NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(Cc1ccccc1)C(=O)[O-],3.55
CCOP(=O)(Cc1ccc(C)cc1)OCC,3.6
O=C([O-])CCCCCNC(=O)NC1CCCCC1,3.6
O=C([O-])c1ccc(O)cc1,3.62
[NH3+]C(Cc1ccccc1)C(=O)[O-],3.62
O=C([O-])C(F)=Cc1ccc(O)cc1,3.64
O=C([O-])C1(O)CC(O)C(O)C(O)C1,3.64
O=C([O-])C1(O)CC(O)C(O)C(O)C1,3.64
C[NH+](C)Cc1cc(I)cc(I)c1O,3.65
O=C([O-])Cc1ccc(O)c(O)c1,3.66
CCC(CC)OC1CC(C(=O)[O-])CC([NH3+])C1NC(C)=O,3.67
O=C([O-])C(Oc1ccc(Br)cc1)C(=O)[O-],3.68
[NH3+]C(Cc1ccccc1)C(=O)[O-],3.68
CCC(C=O)C(CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)[O-],3.7
O=C([O-])CC(Cc1ccccc1)C(=O)[O-],3.7
O=C([O-])Cc1cccc([N+](=O)[O-])c1,3.72
COc1cccc(C[NH3+])c1,3.73
COc1cccc(C[NH3+])c1,3.73
NC(=[NH2+])c1ccccc1,3.74
COc1ccc(C(=O)CCC(=O)[O-])c(O)c1,3.77
CC(O)C([NH3+])C(=O)NC(Cc1ccccc1)C(=O)NC(CCCC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NC(CC(N)=O)C(=O)[O-])C(C)O,3.77
Oc1ccc(S)c(O)c1,3.83
NC(=[NH2+])c1ccccc1,3.84
NC(=[NH2+])c1ccccc1,3.84
[NH3+]Cc1ccccc1,3.84
[B+2]CNC(=O)Cc1ccccc1,3.87
O=C([O-])C(O)Cc1ccccc1,3.89
C[NH2+]Cc1ccc(C(F)(F)F)cc1,3.89
[B+2]CNC(=O)Cc1ccccc1,3.9
O=C([O-])CCc1ccccc1,3.92
O=C([O-])c1ccccc1O,3.92
CC(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)[O-])C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)[O-],3.94
CNC(=O)NC(=[NH2+])Nc1ccccc1,3.95
O=C([O-])Cc1ccc(O)cc1,3.97
CC(NC(=O)C(CCCC[NH2+]C(C)C(=O)[O-])NC(=O)C(Cc1ccccc1)NC(=O)C(CCC(=O)[O-])NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)[O-],3.98
Oc1ccccc1,3.99
CC(C)CC(C(=O)NO)C(=O)NC(CC(=O)[O-])C(=O)NCc1ccccc1,4.0
O=C([O-])c1ccccc1,4.0
Nc1ccccc1F,4.0
[NH3+]CCCCc1ccccc1,4.0
O=C([O-])c1ccc(O)c(O)c1,4.0
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,4.0
O=S(=O)([O-])C=Cc1cc(Br)ccc1O,4.0
NC(=[NH2+])c1ccccc1,4.01
O=[N+]([O-])c1ccc(O)c(OS(=O)(=O)[O-])c1,4.01
Oc1ccccc1,4.04
O=C([O-])CCc1ccccc1,4.05
CC[NH+](CC)CCNS(=O)(=O)c1ccc(Cl)cc1,4.06
[NH3+]Cc1ccc(NC(=O)C(=O)[O-])cc1,4.07
CC(=NO)c1ccc(O)cc1O,4.07
O=C([O-])C(=O)NC(Cc1ccccc1)C(=O)[O-],4.08
Oc1ccccc1,4.09
CC(C)CC(NC(=O)C(O)C([NH3+])Cc1ccccc1)C(=O)[O-],4.12
Oc1ccc(F)cc1O,4.12
Oc1ccc(F)cc1O,4.12
Oc1ccc(F)cc1O,4.12
CC(=O)NC(CC(N)=O)C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)NC(CO)CCC(N)=O,4.14
CCCc1ccccc1O,4.14
CCCS(=O)(=O)Nc1ccccc1C(=O)[O-],4.15
CC(O)(C(=O)[O-])c1ccccc1,4.17
NC(=[NH2+])c1ccccc1,4.17
CC(C)CC(NC(=O)C(CO)NC(=O)C(CC(=O)[O-])NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)[O-])NC(=O)C(CC(=O)[O-])NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)C(CC(=O)[O-])NC(=O)C(CCC(N)=O)NC(=O)C(CO)NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(C)[NH3+])C(C)C)C(C)C)C(C)C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)[O-],4.17
CNC(NC)=[NH+]CCCC(NC(=O)CNC(=O)C(C)[NH3+])C(=O)NCC(=O)NC(CC(C)C)C(=O)NC(C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)[O-])C(C)C,4.17
CC(C)CC(NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(CC(C)C)C(=O)NC(CC(=O)[O-])C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)[O-],4.19
Nc1ccc(F)cc1C(=O)[O-],4.22
Nc1ccccc1C(=O)[O-],4.24
Cc1cccc(C[NH2+]CCS(=O)(=O)[O-])c1,4.24
Oc1cccc(Cl)c1,4.25
O=C([O-])c1ccccc1S,4.26
NC(=[NH2+])c1ccccc1,4.29
NC(=[NH2+])c1ccccc1,4.29
[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-],4.3
O=C(CS)NCCCCCC(=O)Nc1ccccc1,4.3
CC(C)(C)c1ccc(O)c(O)c1,4.3
CC[NH+](CC)CCNS(=O)(=O)Cc1ccc(C)cc1,4.31
COc1ccc(C(=O)[O-])cc1,4.35
CCC(C)C(NC(=O)C(C)NC(=O)C([NH3+])CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CO)CO,4.35
CCC(C)C(NC(=O)C(C)NC(=O)C([NH3+])CC(C)C)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CO)C(=O)[O-],4.35
Nc1ccccc1C(=O)[O-],4.35
NC(=S)Nc1ccccc1,4.37
CCC(C)C(NC(=O)C(CCC(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(Cc1ccc(CC(=O)[O-])cc1)NC(C)=O)C(=O)[O-],4.38
O=C(NCB(O)O)c1ccccc1Cl,4.38
CC(=O)NC(CC(=O)[O-])C(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)[O-])C(=O)NC(C=O)CCC(N)=O,4.38
COc1ccc(C[NH3+])cc1,4.39
[NH3+]CCOc1c(Cl)cc(C(=O)[O-])cc1Cl,4.4
CC[NH+](CC)CCNS(=O)(=O)Cc1ccc(F)cc1,4.4
OB(O)CCc1ccccc1,4.4
[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-],4.41
O=S(=O)([O-])CC[NH2+]Cc1cccc(Cl)c1,4.41
[NH3+]C(Cc1ccccc1)C(=O)[O-],4.43
CC[N+](CC)(CC)Cc1ccccc1,4.44
CC(C)CC(NC(=O)C(CC(=O)[O-])NC(=O)C(C)NC(=O)C(CCC(N)=O)[NH2+]C(C)O)C(=O)NC(Cc1ccccc1)C(=O)[O-],4.44
Nc1cccc(F)c1C(=O)[O-],4.47
COc1cccc(OC)c1C(=O)NC(C)B(O)O,4.48
NC(=[NH2+])c1ccccc1,4.49
CCN(CC)C(=O)c1cccc(C)c1,4.5
O=CN(O)CCNC(=O)c1cccc(Cl)c1Cl,4.5
CC(N=Cc1cc(NC(N)=[NH2+])ccc1O)C(=O)[O-],4.51
CC(C)CC(C(=O)NO)C(=O)NC(CC(N)=O)C(=O)NCc1cccc(N)c1,4.52
CCc1ccc(O)cc1,4.52
NC(=[NH2+])NC(=[NH2+])Nc1cc(C(F)(F)F)ccc1Cl,4.52
NC(=[NH2+])c1ccccc1,4.52
CC(C)CC(NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)[O-],4.52
NC(=O)c1cccc(N)c1,4.52
NC(=[NH2+])c1ccccc1,4.54
C[As+](C)(C)CCOC(c1ccccc1[N+](=O)[O-])C(F)(F)F,4.54
NC(=O)SCC(=O)Nc1ccccc1C(=O)[O-],4.55
O=C(NCB(O)O)c1ccccc1Cl,4.57
CC(C)(C)NC(=O)C1CC(O)(C(=O)[O-])CC(O)C1O,4.57
O=C(NCB(O)O)c1ccccc1[N+](=O)[O-],4.59
CCC(C)C(NC(=O)C(CC(=O)[O-])NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)[O-],4.59
O=[N+]([O-])c1ccc(O)c(OS(=O)(=O)[O-])c1,4.6
COC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(O)C([NH3+])c1ccc(C)cc1,4.6
CC(C)c1cccc(C(C)C)c1O,4.62
[NH3+]C(Cc1ccccc1)C(=O)[O-],4.62
[NH3+]C(Cc1ccccc1)C(=O)[O-],4.62
O=C([O-])C(=O)Nc1ccccc1C(=O)[O-],4.64
NC(=[NH2+])c1ccccc1,4.66
CC[NH+](CC)CCNS(=O)(=O)c1cccc(C(F)(F)F)c1,4.66
[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-],4.66
O=C([O-])C(O)=CC(=O)c1ccccc1,4.67
NC(=[NH2+])c1ccccc1,4.68
CCC(C)C(NC(=O)C(CC(C)C)NC(=O)C(CCCNC(N)=O)NC(=O)C([NH3+])CCCNC(N)=O)C(=O)NC(Cc1ccc(F)cc1)C(=O)[O-],4.68
[NH3+]C(Cc1ccccc1)C(=O)[O-],4.68
CC([NH3+])Cc1ccccc1,4.68
NC(=[NH2+])c1ccccc1,4.7
COc1cc(NC(=[NH2+])NC(N)=[NH2+])cc(OC)c1,4.7
Cc1ccc(C(N)=[NH2+])cc1F,4.7
CCC(C)C(NC(=O)C([NH3+])CCC(=O)[O-])C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)[O-])C(C)CC,4.7
CC(=O)NC(Cc1ccccc1)C(O)C(F)(F)F,4.7
CCC(C)C(NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(Cc1ccccc1)C(=O)NC(CO)C(=O)[O-],4.71
CC(C)Cc1ccccc1,4.72
NC(=[NH2+])c1ccccc1,4.74
NC(=[NH2+])c1ccccc1,4.74
O=C(NO)c1cccc(O)c1,4.74
CC(C)CC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C([NH3+])CO)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)[O-])C(C)C)C(C)O)C(C)C,4.74
CCC(C)C(NC(=O)CNC(=O)C(CO)NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(CCC(N)=O)C(=O)NC(C(=O)NC(CC(=O)[O-])C(=O)NC(CC(C)C)C(=O)[O-])C(C)O,4.75
NC(=[NH2+])c1ccccc1,4.76
NC(=[NH2+])c1ccccc1,4.76
CSCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CC(C)C)NC(=O)C(CC(N)=O)NC(=O)C([NH3+])C(C)O)C(=O)NC(CC(C)C)C(=O)[O-],4.77
NC(=[NH2+])c1ccccc1,4.79
O=C(NCB(O)O)c1ccccc1F,4.8
O=C([O-])Cc1cc(O)ccc1O,4.8
Cc1cc(N)ccc1O,4.8
O=C(C=Cc1ccc(Cl)cc1)NO,4.82
OCC1C(O)CC(O)C(O)C1O,4.82
CCCCOc1ccc(CSC(N)=[NH2+])cc1Cl,4.82
O=C([O-])c1ccc([Hg-2])cc1,4.82
COc1cc(N)c(C(=O)[O-])cc1OC,4.82
O=C([O-])C(=O)Cc1ccccc1,4.84
CCCCc1ccccc1,4.85
O=C([O-])C(=O)Nc1ccc(I)cc1C(=O)[O-],4.85
CC(C)C=C(Oc1cccc(C(=O)[O-])c1O)C(=O)[O-],4.85
CC(C)CC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)C(CCC(N)=O)NC(=O)C(Cc1ccc(O)cc1)NC(=O)C([NH3+])CC(=O)[O-])C(=O)[O-],4.85
O=C([O-])CCCCCCNC(=O)NC1CCCCC1,4.87
[NH3+]C(Cc1cccc(O)c1)C(=O)[O-],4.87
CC(C)CC(NC(=O)C(C)NC(=O)C([NH3+])CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)[O-],4.87
CC(NC(=O)C(CCCCNC(=O)OCc1ccccc1)NC(=O)CCC(NC(=O)OC(C)(C)C)C(=O)[O-])B(O)O,4.89
[NH3+]C(Cc1cccc(O)c1)C(=O)[O-],4.89
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(CO)CC(=O)[O-])C(C)C,4.91
CNC(=O)NC(=[NH2+])NCCCC(NC(C)=O)C(=O)N(C)C(Cc1ccccc1)C(=O)[O-],4.92
C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,4.92
CCC(=O)c1ccccc1,4.92
CC[NH+](CC)CCNS(=O)(=O)Cc1ccc(Cl)cc1,4.92
O=C([O-])c1ccccc1O,4.93
O=C(NO)c1ccccc1,4.93
CC(C)COC(=O)NC(CC=O)c1ccccc1,4.93
C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,4.94
O=[N+]([O-])c1ccc(CS)cc1,4.94
[NH3+]C(Cc1ccc(O)cc1)C(=O)[O-],4.94
O=C(CCCCCCC(=O)C(F)(F)F)Nc1ccccc1,4.95
NC(=O)c1cccc(NC(=O)CCC(=O)[O-])c1,4.95
CC(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NC(CCCC[N+](C)(C)C)C(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],4.96
NS(=O)(=O)c1ccccc1,4.96
O=C([O-])c1ccc(O)cc1,4.97
O=C([O-])c1ccccc1O,4.98
CC(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C)C(=O)NC(CO)CC(=O)[O-])C(C)C,4.99
C=C(CC)C(=O)c1ccc(OCC(=O)[O-])c(Cl)c1Cl,5.0
CC(=O)Nc1ccc(C(=O)[O-])cc1NC(N)=[NH2+],5.0
CC(=O)NCCCCC(NC(=O)C(CCCNC(N)=[NH2+])NC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)C([NH3+])CO)C(=O)NC(CCCC[NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCC(N)=O)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CS)C(=O)[O-],5.0
CC(NC(=O)C(C)NC(=O)C(NC(=O)C(NC(=O)C(CCC(N)=O)NC(=O)CCC(=O)[O-])C(C)C)C(C)C)C(=O)Nc1ccc([N+](=O)[O-])cc1,5.0
CCC(C)C(NC(=O)C([NH3+])CO)C(=O)NC(C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)[O-])C(C)CC,5.0
COc1cccc(C(N)=O)c1,5.0
O=C([O-])C=Cc1ccc(O)cc1,5.07
CC(C)CC(NC(=O)C([NH3+])Cc1ccc(O)cc1)C(=O)NC(C(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)[O-])C(C)C)C(C)O)C(C)C,5.1
NC(=[NH2+])c1ccc(N)cc1,5.1
COC(=O)C=CC(=O)NC(Cc1ccc(O)c(Cl)c1)C(=O)[O-],5.1
Oc1cccc(O)c1,5.11
NC(=O)c1cccc(NC(=O)C=CC(=O)[O-])c1,5.12
O=C([O-])C(Cl)Cc1ccccc1,5.12
O=C([O-])C(O)=CC(=O)c1ccccc1,5.14
Nc1cccc(B(O)O)c1,5.14
ON=Cc1ccc(O)cc1,5.15
CC[NH+](CC)CCNS(=O)(=O)c1cccc(OC)c1,5.15
[NH3+]C(Cc1ccccc1)C(=O)[O-],5.15
O=C(NCB(O)O)c1c(F)cccc1F,5.16
CC(O)C(NC(=O)C([NH3+])CS)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NC(CCCC[NH3+])C(=O)NC(C(=O)NC(CC(N)=O)C(=O)[O-])C(C)O)C(C)O,5.17
CC(=O)Oc1ccccc1C(=O)[O-],5.19
Cc1cc(C)c(N)c(C(=O)[O-])c1,5.2
CC([NH3+])C(=O)NC(C)C(=O)NC(CC(N)=O)C(=O)NC(CC(=O)[O-])C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(C)C(=O)[O-],5.21
O=C([O-])c1c(C(=O)[O-])c(C(=O)[O-])c(C(=O)[O-])c(C(=O)[O-])c1C(=O)[O-],5.22
COC(=O)Cc1ccc(N)cc1C=O,5.22
CC(C)OP(=O)(OC(C)C)c1ccccc1CS,5.22
COC(=O)c1ccc(Cl)cc1N,5.22
CC(C)CC(NC(=O)C(CO)NC(=O)C[NH3+])C(=O)NC(CC(C)C)C(=O)NC(CCCC[NH3+])C(=O)NC(CCC(=O)[O-])C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(C)C)C(=O)NC(CCCC[NH3+])C(=O)NC(CCCC[NH3+])C(=O)[O-])C(C)C,5.24
CC(=O)NC(BO)Cc1ccc(Cl)cc1,5.24
CC(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NC(CCCC[N+](C)C)C(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(C)C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],5.24
O=C([O-])CCCc1ccccc1,5.24
CC(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CC(C)C)C(=O)NC(CC(N)=O)C(=O)NC(Cc1cccc(Cl)c1)C(N)=O,5.25
CCCCC(NC(=O)c1ccccc1)C(=O)NC(CCCC[NH3+])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(C=O)CCCNC(N)=[NH2+],5.25
Cc1ccc(F)c(C(=O)C=C(O)C(=O)[O-])c1Cl,5.26
CCC(=O)c1ccc(CC)cc1,5.27
CCC(C)C(NC(=O)C(CC(N)=O)NC(=O)C(CCSC)NC(=O)C([NH3+])CCCNC(N)=[NH2+])C(=O)NC(CCC(N)=O)C(=O)NC(CCSC)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)[O-])C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(=O)[O-])C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)[O-],5.28
O=C([O-])C(=O)NC(CSCc1cccc([N+](=O)[O-])c1)C(=O)[O-],5.28
COc1cc(C=CCO)ccc1O,5.28
[NH3+]CCCNc1ccccc1[N+](=O)[O-],5.29
CNC(=O)NC(=[NH2+])NCCCC(NC(C)=O)C(=O)N(C)C(Cc1ccccc1)C(=O)NC(CC(=O)[O-])C(=O)[O-],5.29
[NH3+]Cc1ccc(Cl)cc1,5.3
O=Cc1ccccc1,5.3
CC(C)CC(NC(=O)C([NH3+])CC(=O)[O-])C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)[O-],5.3
CCC(C)C(NC(=O)C([NH3+])CO)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC[NH3+])C(=O)NC(CC(C)C)C(=O)[O-])C(C)CC,5.3
Nc1ccc(C(=O)[O-])cc1,5.3
CC(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NC(CC(=O)[O-])C(=O)NC(CCCNC(N)=[NH2+])C(=O)NC(CCCC[NH3+])C(=O)NC(Cc1ccc(O)cc1)C(=O)[O-],5.31
CC(C)CC([NH3+])C(=O)NC(C(=O)NC(CCCC[NH3+])C(=O)NC(CO)C(=O)NC(CCCC[NH3+])C(=O)NC(C)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C=O)Cc1ccc(O)cc1)C(C)O)C(C)C,5.32
O=C(NO)NC(Cc1ccccc1)C(=O)[O-],5.34
O=S(=O)([O-])OC1C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C(OS(=O)(=O)[O-])C1OS(=O)(=O)[O-],5.34
CC(C)CC(NC(=O)C(NC(=O)C(C)NC(=O)OCc1ccccc1)C(C)C)C(=O)NC(C=N)CCC(N)=O,5.34
Nc1c(I)c(C(=O)[O-])c(I)c(C(=O)[O-])c1I,5.35
NS(=O)(=O)c1ccc(CC[NH3+])cc1,5.36
[NH3+]Cc1ccc([N+](=O)[O-])cc1,5.37
