smiles,-logKd/Ki
OCC1OC(O)C(O)C(O)C1O,4.54
OCC1OCC(F)C(O)C1O,4.59
CC(=O)NC1C(O)OC(CO)C(O)C1O,4.61
CC1OC(O)C(O)C(O)C1O,4.62
O=C([O-])C1OC(O)C(O)C(O)C1O,4.65
O=C(CO)NC1OC(CO)C(O)C(O)C1O,4.75
CC(=O)NC1C(NC(N)=[NH2+])CC(C(=O)[O-])OC1C(O)C(O)CO,4.77
COC(=O)NC1(C(N)=O)OC(CO)C(O)C(O)C1O,4.81
CN(N=O)C(=O)NC1C(O)OC(CO)C(O)C1O,4.85
CC(=O)NC1C(O)CC(O)(C(=O)[O-])OC1C(O)C(O)CO,4.85
OC1COC(O)C(O)C1O,5.08
CCCCCCCCCCCCCC(=O)OC1C(CC(=O)NO)COC(CO)C1O,5.15
CCCCCCCCC=CCCCCCCCC(=O)OCC(COC1OC(CO)C(O)C(O)C1O)OC(=O)CCCCCCCCCCCCCCC,5.21
NS(=O)(=O)C1OC(CO)C(O)C(O)C1O,5.34
COC1OC(C)C(O)C(O)C1O,5.4
CCCCCCCCCCCCCC(=O)OC1C(CC(=O)NO)COC(CO)C1O,5.41
CC1OC(O)C(O)C(O)C1O,5.42
OCC(O)COC1OC(CO)C(O)C(O)C1O,5.49
O=C([O-])C1(O)CC(O)C(O)C(C(O)CO)O1,5.52
COC1OC(CO)C(O)C(O)C1O,5.56
COC1OC(C)C(NC(=O)C(O)CCO)C(O)C1OC,5.59
CC(=O)NC1C(O)OC(CO)C(O)C1O,5.6
CC(=O)NC1C(O)OC(CO)C(O)C1O,5.6
CC1OCC(O)C(O)C1O,5.66
COC1OCC(O)C(O)C1O,5.77
O=C([O-])C1CC(O)C(O)C(C(O)CO)O1,5.77
CC1OC(O)C(O)C(O)C1O,5.82
COC1OC(C)C(O)C(O)C1O,5.91
COC(C(O)COC=O)C1OC(C(=O)[O-])CC(NC(N)=[NH2+])C1NC(C)=O,6.02
CC(=O)NC1C(OC(N)=O)OC(CO)C(O)C1O,6.05
COC1OC(C)C(O)C(O)C1O,6.19
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)CC(O)C1O)C(O)CCCCCCCCCCCCCCC,6.21
OC1COC(O)C(O)C1O,6.36
CC1OC(O)C(O)C(O)C1O,6.46
OCC1OC(O)C(O)C(O)C1O,6.48
CC(=O)NC1C(O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(N)=O)C(=O)[O-],6.49
CCCCCCCCC=CCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC,6.6
COC1OC(C)C(O)C(O)C1O,6.6
CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCC,6.63
OCC1OC(O)C(O)C(O)C1O,6.64
OCC1OC(O)C(O)C(O)C1O,6.7
CCCCCC=CCC=CCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C=CCCCCCCCCCCCCC,6.7
COC1OC(C)C(O)C(O)C1O,6.72
CC(=O)NC1C(O)OC(CO)C(O)C1OC(C)C(=O)[O-],6.74
CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)CC1O)C(O)CCCCCCCCCCCCCCC,6.76
OC1COC(O)C(O)C1O,6.82
CCCCOC1OC(CO)C(O)C(O)C1O,6.82
CCCCOC1OC(CO)C(O)C(O)C1O,6.82
OC1COC(O)C(O)C1O,6.85
OC1COC(O)C(O)C1O,6.89
COC(C(O)COC=O)C1OC(C(=O)[O-])CC(NC(N)=[NH2+])C1NC(C)=O,6.89
CC(=O)OC1C(COS(N)(=O)=O)OC(O)C(O)C1O,6.97
CC(=O)OC1C(COS(N)(=O)=O)OC(O)C(O)C1OC(C)=O,7.0
COC(C(O)CO)C1OC(C(=O)[O-])CC(NC(N)=[NH2+])C1NC(C)=O,7.05
CC(=O)NC1C(NC(N)=[NH2+])CC(C(=O)[O-])OC1C(O)C(O)CO,7.12
CCCCCC=CCC=CCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,7.19
CCCSCCCOC1OC(CO)C(O)C(O)C1O,7.23
CCCCCC=CCC=CCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,7.26
CC(=O)NC1C(O)CC(O)(C(=O)[O-])OC1C(O)C(O)CO,7.34
OC1COC(O)C(O)C1O,7.4
CC(=O)NC1C(O)CC(O)(C(=O)[O-])OC1C(O)C(O)CO,7.55
CCCCCC=CCC=CCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCCCCCCCCCCC,7.599999999999999
CC(=O)NC1C(O)CC(C(=O)[O-])OC1C(O)C(O)CO,7.62
COC(=O)CCCCCCCCOC1OC(CO)C(O)C(O)C1O,7.63
CC(=O)NC1C(NC(N)=[NH2+])CC(C(=O)[O-])OC1C(O)C(O)CO,7.679999999999999
CC(=O)NC1C(O)CC(O)(C(=O)[O-])OC1C(O)C(O)CO,7.71
CCCC=CCCOC1OC(CO)C(O)C(O)C1O,7.769999999999999
CC(=O)OC1C(COS(N)(=O)=O)OC(O)C(O)C1OC(C)=O,7.95
CC(=O)NC1C(O)OC(CO)C(O)C1O,8.0
OCC1OC(O)C(O)C(O)C1O,8.0
OCC1OC(O)C(O)C(O)C1O,8.0
CCCCCCCOC1OC(CO)C(O)C(O)C1O,8.14
CCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1OC(CO)C(O)C(O)C1O)C(O)C(O)CCCCC,8.16
COC(C(O)CO)C1OC(C(=O)[O-])CC(NC(N)=[NH2+])C1NC(C)=O,8.49
COC(C(O)CO)C1OC(C(=O)[O-])CC(NC(N)=[NH2+])C1NC(C)=O,8.51
CC(=O)NC1C(O)CC(C(=O)[O-])OC1C(O)C(O)CO,8.62
COC(C(O)CO)C1OC(C(=O)[O-])CC(NC(N)=[NH2+])C1NC(C)=O,8.74
CC(=O)NC1C(NC(N)=[NH2+])CC(C(=O)[O-])OC1C(O)C(O)CO,8.87
CC(=O)NC1C(NC(N)=[NH2+])CC(C(=O)[O-])OC1C(O)C(O)CO,8.949999999999998
COC(C(O)CO)C1OC(C(=O)[O-])CC(NC(N)=[NH2+])C1NC(C)=O,9.05
